Format,OpenTRACK,,,,,,
Name,2025 Endurance,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
1275,28.8,41.04,-1.41,297.3,0,1,1
1276,28.7,27.54,-1.05,297.3,0,1,1
1277,28.6,38.16,-1.85,297.3,0,1,1
1277,28.6,57.06,-1.13,297.3,0,1,1
1278,28.6,49.32,-0.98,297.32,0,1,1
1278,28.7,45.72,-1.27,297.36,0,1,1
1279,28.9,58.68,-1.53,297.4,0,1,1
1280,28.6,60.84,-0.86,297.4,0,1,1
1280,28.4,50.04,-0.53,297.4,0,1,1
1281,28.4,46.98,-1.16,297.4,0,1,1
1281,28.5,57.6,-0.76,297.4,0,1,1
1282,28.2,62.28,-1.39,297.4,0,1,1
1282,27.8,50.76,-1.35,297.4,0,1,1
1283,28,46.8,-1.25,297.4,0,1,1
1284,28.2,54.72,-1.06,297.4,0,1,1
1284,28,62.1,-1.27,297.4,0,1,1
1285,27.8,54.72,-1.08,297.4,0,1,1
1285,28.1,54.36,-1.04,297.4,0,1,1
1286,28.4,62.64,-1.32,297.4,0,1,1
1287,28.5,64.8,-1.29,297.4,0,1,1
1287,28.7,50.4,-0.59,297.4,0,1,1
1288,28.8,37.62,-0.35,297.4,0,1,1
1288,29,24.84,-0.17,297.4,0,1,1
1289,29.5,4.32,-0.01,297.4,0,1,1
1290,30,-21.6,0.55,297.4,0,1,1
1290,30.4,-39.42,0.95,297.4,0,1,1
1291,30.9,-48.6,1.88,297.4,0,1,1
1292,30.4,-45.36,0.88,297.4,0,1,1
1292,29.9,-41.4,0.7,297.4,0,1,1
1293,30.8,-44.64,1.19,297.4,0,1,1
1294,31.6,-47.16,1.24,297.4,0,1,1
1294,31.3,-43.92,1.34,297.4,0,1,1
1295,30.9,-40.68,1.2,297.4,0,1,1
1296,31.3,-47.16,1.65,297.4,0,1,1
1296,31.6,-50.4,1.13,297.4,0,1,1
1297,32.8,-40.32,0.52,297.4,0,1,1
1298,34,-27.72,0.7,297.4,0,1,1
1298,32.6,-10.62,0.37,297.4,0,1,1
1299,31.2,-1.44,-0.42,297.4,0,1,1
1300,30.5,0,-0.13,297.4,0,1,1
1300,29.8,2.88,0.02,297.4,0,1,1
1301,29,4.86,0.03,297.4,0,1,1
1302,28.3,9.72,-0.31,297.4,0,1,1
1302,27.6,15.48,-0.62,297.4,0,1,1
1303,26.9,18.36,-0.22,297.4,0,1,1
1304,26.2,25.92,-0.54,297.4,0,1,1
1305,25.5,35.28,-0.64,297.4,0,1,1
1305,25.4,43.74,-1.07,297.4,0,1,1
1306,25.3,47.88,-1.05,297.4,0,1,1
1306,24.9,49.86,-1.08,297.4,0,1,1
1307,24.5,46.08,-0.55,297.4,0,1,1
1308,24.2,32.4,-0.63,297.4,0,1,1
1308,23.8,32.4,-1.05,297.4,0,1,1
1309,24,42.12,-1.24,297.4,0,1,1
1309,24.1,52.56,-1.35,297.4,0,1,1
1310,24,61.2,-1.25,297.4,0,1,1
1310,23.9,65.16,-1.29,297.4,0,1,1
1311,23.8,71.1,-1.41,297.4,0,1,1
1311,23.8,70.56,-1.3,297.4,0,1,1
1312,24,68.04,-1.48,297.4,0,1,1
1312,24.1,73.08,-1.08,297.4,0,1,1
1313,24,77.04,-1.13,297.4,0,1,1
1313,23.9,76.32,-0.82,297.4,0,1,1
1314,24.3,69.12,-1.2,297.4,0,1,1
1314,24.7,79.2,-1.26,297.4,0,1,1
1315,24.8,78.84,-1.26,297.4,0,1,1
1315,24.9,68.4,-1,297.4,0,1,1
1316,24.8,58.68,-0.87,297.4,0,1,1
1316,24.7,65.16,-1.12,297.4,0,1,1
1317,24.7,50.4,-0.91,297.4,0,1,1
1317,24.7,28.44,-1.2,297.4,0,1,1
1318,25.1,22.14,-0.43,297.4,0,1,1
1318,25.5,13.68,-0.43,297.4,0,1,1
1319,25.7,3.06,-0.42,297.4,0,1,1
1320,25.9,0,0.05,297.4,0,1,1
1320,26.2,0,-0.05,297.4,0,1,1
1321,26.4,-2.16,0.13,297.4,0,1,1
1321,26.8,-6.12,0.33,297.4,0,1,1
1322,27.2,-16.92,1.04,297.4,0,1,1
1323,27.4,-33.66,0.82,297.4,0,1,1
1323,27.7,-39.24,0.62,297.4,0,1,1
1324,27.7,-33.12,0.86,297.4,0,1,1
1324,27.7,-41.76,1.6,297.4,0,1,1
1325,27.6,-64.8,1.03,297.4,0,1,1
1326,27.5,-66.6,1.42,297.4,0,1,1
1326,28.6,-57.06,1.71,297.4,0,1,1
1327,29.7,-63,1.49,297.4,0,1,1
1328,28.8,-71.64,0.94,297.4,0,1,1
1328,28,-66.96,1.17,297.4,0,1,1
1329,27.9,-59.76,1.16,297.4,0,1,1
1329,27.8,-59.04,0.95,297.4,0,1,1
1330,28.4,-65.34,1.42,297.4,0,1,1
1331,29.1,-44.28,0.65,297.4,0,1,1
1331,28.6,-22.68,0.82,297.4,0,1,1
1332,28.2,-4.68,0.31,297.4,0,1,1
1332,28.4,7.74,0.22,297.4,0,1,1
1333,28.5,21.96,-0.66,297.4,0,1,1
1334,28.2,28.98,-0.46,297.4,0,1,1
1334,27.9,33.12,-0.95,297.4,0,1,1
1335,27.8,38.52,-1.21,297.4,0,1,1
1335,27.7,45.72,-1.18,297.4,0,1,1
1336,27.4,54,-1.52,297.4,0,1,1
1337,27.2,64.08,-1.53,297.4,0,1,1
1337,27.1,65.88,-1.22,297.4,0,1,1
1338,27,63,-1.07,297.4,0,1,1
1338,27,63.18,-1.49,297.4,0,1,1
1339,26.9,73.08,-1.96,297.4,0,1,1
1340,26.6,73.98,-1.08,297.4,0,1,1
1340,26.3,59.4,-1.52,297.4,0,1,1
1341,27.1,58.5,-1.62,297.4,0,1,1
1341,28,68.76,-1.3,297.4,0,1,1
1342,26.7,40.32,-0.47,297.4,0,1,1
1343,25.4,2.16,-0.13,297.4,0,1,1
1343,25.7,-27.54,0.7,297.4,0,1,1
1344,26,-50.4,1.27,297.4,0,1,1
1344,25.5,-53.46,0.86,297.4,0,1,1
1345,24.9,-51.84,1.09,297.4,0,1,1
1345,24.6,-54.72,1.14,297.4,0,1,1
1346,24.2,-63.36,1.31,297.4,0,1,1
1347,24.9,-70.2,1.36,297.4,0,1,1
1347,25.6,-68.4,0.79,297.4,0,1,1
1348,25.1,-64.26,1.39,297.4,0,1,1
1348,24.6,-72.36,1.64,297.4,0,1,1
1349,24.4,-78.48,1.37,297.4,0,1,1
1349,24.2,-76.32,1.06,297.4,0,1,1
1350,24.7,-78.3,1.21,297.4,0,1,1
1350,25.2,-80.28,1.35,297.4,0,1,1
1351,24.1,-72.18,0.96,297.4,0,1,1
1351,23,-56.88,0.4,297.4,0,1,1
1352,22.9,-36.72,0.6,297.4,0,1,1
1352,22.9,-10.8,-0.04,297.4,0,1,1
1353,23.8,15.48,-0.42,297.4,0,1,1
1353,24.7,29.16,-0.32,297.4,0,1,1
1354,24.8,42.48,-1.03,297.4,0,1,1
1354,24.8,53.28,-1.14,297.4,0,1,1
1355,24.2,49.5,-1.08,297.4,0,1,1
1355,23.6,39.6,-0.46,297.4,0,1,1
1356,24,30.6,-0.65,297.4,0,1,1
1356,24.5,19.44,-0.48,297.4,0,1,1
1357,24.8,16.2,-0.43,297.4,0,1,1
1357,25.2,24.48,-0.83,297.4,0,1,1
1358,25.2,32.22,-0.82,297.4,0,1,1
1358,25.2,34.2,-0.53,297.4,0,1,1
1359,25.4,29.88,-0.7,297.4,0,1,1
1359,25.6,28.8,-0.4,297.4,0,1,1
1360,25.9,18.9,-0.44,297.4,0,1,1
1360,26.2,12.96,-0.67,297.4,0,1,1
1361,26.4,14.58,-0.18,297.4,0,1,1
1362,26.7,15.48,-0.24,297.4,0,1,1
1362,27,15.66,-0.39,297.4,0,1,1
1363,27.3,20.16,-1.2,297.4,0,1,1
1363,28,28.26,-0.56,297.4,0,1,1
1364,28.6,32.4,-0.41,297.4,0,1,1
1364,28.7,32.22,-1,297.4,0,1,1
1365,28.8,34.2,-1.39,297.4,0,1,1
1366,29.1,48.24,-1.41,297.4,0,1,1
1366,29.4,52.2,-0.83,297.4,0,1,1
1367,29.4,44.46,-0.98,297.4,0,1,1
1367,29.4,45,-0.98,297.4,0,1,1
1368,29.5,55.62,-1.53,297.4,0,1,1
1369,29.6,50.4,-1.31,297.4,0,1,1
1369,29.8,41.94,-0.82,297.4,0,1,1
1370,30.1,43.92,-1.31,297.4,0,1,1
1370,30.3,43.38,-1.28,297.4,0,1,1
1371,30.4,32.4,-1.2,297.4,0,1,1
1372,30.7,30.42,-0.96,297.4,0,1,1
1372,31.1,36,-1.21,297.4,0,1,1
1373,31.2,30.24,-0.91,297.4,0,1,1
1374,31.4,24.84,-1.03,297.4,0,1,1
1374,31.6,27.72,-0.85,297.4,0,1,1
1375,31.8,21.24,-0.01,297.4,0,1,1
1376,31.8,6.12,0.32,297.4,0,1,1
1376,31.8,-1.08,0.59,297.4,0,1,1
1377,32.2,-9.72,0.58,297.4,0,1,1
1378,32.6,-18.72,0.25,297.4,0,1,1
1379,33,-31.32,1.09,297.4,0,1,1
1379,33.4,-43.92,1.14,297.4,0,1,1
1380,33.5,-47.52,1.07,297.4,0,1,1
1381,33.6,-42.84,1.12,297.4,0,1,1
1382,34.3,-46.44,1.31,297.38,0,1,1
1382,35.1,-60.48,1.58,297.34,0,1,1
1383,35.4,-74.52,1.39,297.3,0,1,1
1384,35.7,-76.68,1.33,297.3,0,1,1
1385,35.8,-72.72,1.14,297.3,0,1,1
1385,35.9,-74.88,0.78,297.3,0,1,1
1386,39.3,-65.52,0.16,297.3,0,1,1
1387,42.6,-34.92,0.75,297.3,0,1,1
1388,39.3,-11.16,1.03,297.3,0,1,1
1388,35.9,2.88,1.04,297.3,0,1,1
1389,37.1,19.26,0.32,297.3,0,1,1
1390,38.2,50.04,0.65,297.3,0,1,1
1391,38,72.54,-0.48,297.3,0,1,1
1392,37.8,56.88,-0.03,297.3,0,1,1
1392,38.3,38.88,-1.38,297.3,0,1,1
1393,38.8,40.32,-1.25,297.3,0,1,1
1394,37.9,38.88,-1,297.3,0,1,1
1395,37.1,30.24,-1.56,297.3,0,1,1
1396,36.7,33.3,-1.34,297.3,0,1,1
1397,36.4,44.64,-1.45,297.3,0,1,1
1397,36.5,45.54,-1.27,297.3,0,1,1
1398,36.6,39.24,-1.49,297.3,0,1,1
1399,36.5,44.1,-1.3,297.3,0,1,1
1400,36.4,37.8,-1.07,297.3,0,1,1
1401,36.3,14.04,-0.41,297.3,0,1,1
1402,36.2,0.72,-0.47,297.3,0,1,1
1402,36.1,-4.14,-0.28,297.3,0,1,1
1403,35.9,-4.68,0.34,297.3,0,1,1
1404,36.2,3.24,-0.47,297.3,0,1,1
1405,36.4,6.84,0.39,297.3,0,1,1
1406,37,-6.48,0.4,297.28,0,1,1
1406,37.6,-21.24,1.12,297.24,0,1,1
1407,38.1,-29.52,0.71,297.2,0,1,1
1408,38.6,-29.16,0.39,297.2,0,1,1
1409,38.7,-18.36,0.24,297.2,0,1,1
1410,38.8,-15.48,0.62,297.2,0,1,1
1410,39.9,-18.54,0.48,297.2,0,1,1
1411,40.9,-29.16,0.86,297.2,0,1,1
1412,41.2,-28.8,0.39,297.2,0,1,1
1413,41.5,-14.76,0.74,297.2,0,1,1
1414,41.7,-13.5,0.44,297.2,0,1,1
1415,42,-7.2,0.25,297.2,0,1,1
1416,42.6,7.92,0.03,297.2,0,1,1
1416,43.2,6.84,-0.24,297.2,0,1,1
1417,43.7,2.88,0.23,297.2,0,1,1
1418,44.2,-1.44,0.01,297.2,0,1,1
1419,45,-0.72,-0.17,297.2,0,1,1
1420,45.8,3.96,-0.5,297.2,0,1,1
1421,46.4,3.78,-0.09,297.2,0,1,1
1422,47,1.8,0.39,297.2,0,1,1
1423,47.5,-0.72,0.16,297.2,0,1,1
1424,47.9,-5.4,-0.15,297.2,0,1,1
1425,48.5,-5.76,0.01,297.2,0,1,1
1426,49,-1.44,-0.26,297.2,0,1,1
1427,49.5,4.32,-0.1,297.2,0,1,1
1428,49.9,5.4,0.02,297.2,0,1,1
1429,50.4,3.78,-0.16,297.2,0,1,1
1430,50.9,4.68,-0.24,297.2,0,1,1
1432,51.3,2.52,-0.07,297.2,0,1,1
1433,51.6,1.08,-0.21,297.2,0,1,1
1434,51.8,3.06,-0.3,297.18,0,1,1
1435,52,1.44,-0.24,297.14,0,1,1
1436,52.4,-0.54,-0.14,297.1,0,1,1
1437,52.8,0,-0.2,297.1,0,1,1
1438,53.3,0,-0.1,297.1,0,1,1
1440,53.8,0,-0.18,297.1,0,1,1
1441,54,2.52,-0.08,297.1,0,1,1
1442,54.2,3.24,-0.05,297.1,0,1,1
1443,54.4,2.88,0.1,297.1,0,1,1
1444,54.5,1.8,0.11,297.1,0,1,1
1446,54,-0.72,-0.13,297.1,0,1,1
1447,53.5,-2.88,0.61,297.1,0,1,1
1448,51.9,-2.52,0.16,297.1,0,1,1
1449,50.2,0,-0.36,297.1,0,1,1
1451,48.7,0,-0.05,297.1,0,1,1
1452,47.3,0,-0.37,297.1,0,1,1
1453,45.9,2.16,-0.1,297.1,0,1,1
1454,44.6,1.44,0.21,297.1,0,1,1
1456,43.8,3.6,-0.17,297.1,0,1,1
1457,43.1,6.12,-0.45,297.1,0,1,1
1458,42.9,9.36,-0.65,297.1,0,1,1
1459,42.8,7.2,-0.46,297.1,0,1,1
1460,42.3,9.54,-0.26,297.1,0,1,1
1462,41.8,10.44,-0.84,297.1,0,1,1
1463,42,9.72,-0.58,297.1,0,1,1
1464,42.3,6.48,0.04,297.1,0,1,1
1465,42.1,6.48,-0.36,297.1,0,1,1
1466,42,1.8,-0.14,297.1,0,1,1
1467,42.2,1.98,-0.03,297.1,0,1,1
1469,42.5,2.52,0.2,297.1,0,1,1
1470,42.5,0,-0.29,297.1,0,1,1
1471,42.5,-2.16,0.09,297.1,0,1,1
1472,43,-6.66,0.62,297.1,0,1,1
1473,43.5,-13.68,0.24,297.1,0,1,1
1474,43.4,-17.1,0.63,297.1,0,1,1
1475,43.4,-16.56,0.32,297.1,0,1,1
1475,43.2,-15.48,0.48,297.1,0,1,1
1476,43.1,-14.76,1.09,297.1,0,1,1
1477,43,-16.56,0.51,297.1,0,1,1
1478,42.8,-17.28,0.53,297.1,0,1,1
1479,42.3,-16.2,0.12,297.1,0,1,1
1480,41.8,-17.28,0.56,297.1,0,1,1
1481,41.2,-19.08,0.59,297.1,0,1,1
1482,40.6,-16.92,0.85,297.1,0,1,1
1483,40.3,-14.94,0.48,297.1,0,1,1
1484,40,-12.24,0.92,297.1,0,1,1
1485,39.4,-8.82,0.14,297.1,0,1,1
1486,38.8,-4.32,0.27,297.1,0,1,1
1487,38,4.86,-0.2,297.1,0,1,1
1488,37.1,11.52,-0.78,297.1,0,1,1
1489,37.4,18.36,-0.74,297.12,0,1,1
1489,37.6,33.12,-1.47,297.16,0,1,1
1490,37.5,48.96,-0.9,297.2,0,1,1
1491,37.5,45,-1.03,297.2,0,1,1
1492,37.3,38.34,-1.31,297.2,0,1,1
1493,37.1,39.6,-1.3,297.2,0,1,1
1494,37,33.66,-1.24,297.2,0,1,1
1494,36.8,28.8,-1.39,297.2,0,1,1
1495,36.8,31.14,-1.08,297.2,0,1,1
1496,36.7,27.72,-1.18,297.2,0,1,1
1497,37,16.74,-0.4,297.2,0,1,1
1498,37.3,17.28,-0.25,297.2,0,1,1
1498,37.1,14.04,-0.09,297.2,0,1,1
1499,36.9,0,0.14,297.2,0,1,1
1500,36.7,-2.16,0.13,297.2,0,1,1
1501,36.5,-6.12,0.22,297.2,0,1,1
1502,36.8,-18,0.81,297.2,0,1,1
1502,37.2,-33.12,1,297.2,0,1,1
1503,37,-43.56,1,297.2,0,1,1
1504,36.8,-47.16,1.36,297.2,0,1,1
1505,36.4,-46.08,1.1,297.22,0,1,1
1506,36.1,-46.8,1.34,297.26,0,1,1
1507,36.2,-48.78,1.36,297.3,0,1,1
1507,36.3,-50.76,1.57,297.3,0,1,1
1508,36.1,-50.94,1.4,297.3,0,1,1
1509,35.9,-43.92,0.97,297.3,0,1,1
1510,36,-39.06,1.1,297.3,0,1,1
1510,36.2,-37.08,1.06,297.3,0,1,1
1511,35.9,-28.44,0.79,297.3,0,1,1
1512,35.7,-19.44,1.07,297.3,0,1,1
1513,36,-11.88,0.64,297.3,0,1,1
1514,36.3,-0.72,0.49,297.3,0,1,1
1514,36.4,5.22,0.15,297.3,0,1,1
1515,36.5,4.68,-0.09,297.3,0,1,1
1516,36.5,7.02,-0.52,297.3,0,1,1
1517,36.5,18.72,-1.14,297.3,0,1,1
1517,36,33.66,-0.93,297.3,0,1,1
1518,35.6,42.48,-1.19,297.3,0,1,1
1519,35.5,50.76,-1.49,297.3,0,1,1
1520,35.4,55.8,-0.99,297.3,0,1,1
1521,34.8,51.66,-1.49,297.3,0,1,1
1521,34.1,47.52,-1.28,297.3,0,1,1
1522,34,52.56,-1.45,297.3,0,1,1
1523,33.8,51.12,-1.24,297.3,0,1,1
1524,33.6,43.2,-1.09,297.3,0,1,1
1525,33.5,36.72,-1.15,297.28,0,1,1
1525,33.4,26.82,-1.04,297.24,0,1,1
1526,33.3,19.08,-0.97,297.2,0,1,1
1527,33.7,11.52,-0.71,297.2,0,1,1
1527,34.1,10.44,-0.58,297.2,0,1,1
1528,34.4,11.34,-0.48,297.2,0,1,1
1529,34.7,8.28,-0.1,297.2,0,1,1
1530,34.5,-1.08,0.31,297.2,0,1,1
1530,34.4,-17.28,0.67,297.2,0,1,1
1531,34.7,-32.22,1.03,297.2,0,1,1
1532,35,-41.4,1.19,297.2,0,1,1
1532,34.4,-47.52,0.9,297.2,0,1,1
1533,33.8,-51.84,1.21,297.2,0,1,1
1534,33.6,-54.18,1.23,297.2,0,1,1
1535,33.5,-52.2,2.14,297.2,0,1,1
1535,33.5,-59.58,1.74,297.2,0,1,1
1536,33.4,-62.64,1.56,297.2,0,1,1
1537,32.9,-54.54,1.33,297.2,0,1,1
1538,32.3,-54.72,0.92,297.2,0,1,1
1538,31.9,-61.56,1.37,297.2,0,1,1
1539,31.5,-39.96,0.21,297.18,0,1,1
1540,30.7,-13.86,0.97,297.14,0,1,1
1540,30,-22.68,1.84,297.1,0,1,1
1541,29.8,-32.22,0.8,297.1,0,1,1
1542,29.5,-31.68,1.65,297.1,0,1,1
1542,29.7,-31.86,1.3,297.1,0,1,1
1543,29.8,-43.2,1.59,297.1,0,1,1
1544,29.9,-51.84,1.18,297.1,0,1,1
1544,29.9,-49.32,0.41,297.1,0,1,1
1545,29.4,-44.46,0.91,297.1,0,1,1
1546,28.9,-45.36,1.4,297.12,0,1,1
1546,29.1,-42.66,0.74,297.16,0,1,1
1547,29.4,-34.2,0.41,297.2,0,1,1
1547,29.5,-27,0.91,297.2,0,1,1
1548,29.7,-22.32,0.76,297.2,0,1,1
1549,29.8,-17.82,0.48,297.18,0,1,1
1549,29.9,-18,0.02,297.14,0,1,1
1550,29.6,-13.32,0.44,297.1,0,1,1
1551,29.3,-8.28,0.47,297.1,0,1,1
1551,28.3,-8.64,0.1,297.1,0,1,1
1552,27.4,-8.64,0.22,297.08,0,1,1
1553,26.3,-3.96,0.05,297.04,0,1,1
1553,25.3,0,0.02,297,0,1,1
1554,24.2,7.2,-0.24,297,0,1,1
1555,23.1,15.48,-0.44,297,0,1,1
1555,22.5,15.84,-0.31,297,0,1,1
1556,21.9,21.6,-0.39,297,0,1,1
1556,21.6,35.46,-1.25,297,0,1,1
1557,21.3,54.36,-1.03,297,0,1,1
1558,22.2,64.08,-1.04,297,0,1,1
1558,23.2,72.36,-0.87,296.98,0,1,1
1559,22.2,82.08,-1.35,296.94,0,1,1
1559,21.3,86.04,-1.22,296.9,0,1,1
1560,20.9,81.54,-1.03,296.9,0,1,1
1560,20.5,75.96,-1.12,296.9,0,1,1
1560,20.9,77.04,-1.27,296.9,0,1,1
1561,21.3,74.88,-1.2,296.9,0,1,1
1561,21.9,68.94,-0.97,296.9,0,1,1
1562,22.5,64.08,-1.25,296.9,0,1,1
1562,22.4,49.5,-0.96,296.9,0,1,1
1562,22.4,50.4,-1.16,296.86,0,1,1
1563,21.9,48.24,-1,296.78,0,1,1
1563,21.4,43.92,-0.75,296.7,0,1,1
1564,22,51.84,-1.27,296.7,0,1,1
1564,22.5,62.28,-1.05,296.7,0,1,1
1565,22,60.3,-1.12,296.7,0,1,1
1565,21.4,58.32,-1.69,296.7,0,1,1
1565,22,70.38,-1.28,296.7,0,1,1
1566,22.5,78.12,-1.14,296.7,0,1,1
1566,23,63,-1.29,296.7,0,1,1
1567,23.6,59.04,-1.45,296.7,0,1,1
1567,23.7,71.1,-1.16,296.7,0,1,1
1568,23.8,74.16,-1.47,296.7,0,1,1
1568,23.7,53.82,-0.87,296.7,0,1,1
1569,23.7,54.36,-1.46,296.7,0,1,1
1569,24,70.2,-1.21,296.7,0,1,1
1570,24.4,69.48,-1,296.7,0,1,1
1571,23,62.82,-1.17,296.7,0,1,1
1571,21.7,63,-1.47,296.7,0,1,1
1572,21.9,69.3,-1.04,296.7,0,1,1
1572,22.2,67.32,-1.46,296.7,0,1,1
1573,22.6,71.46,-1.42,296.7,0,1,1
1573,23,82.44,-1.27,296.7,0,1,1
1574,22.7,72.9,-1.54,296.7,0,1,1
1574,22.5,60.12,-1.16,296.7,0,1,1
1575,23.1,61.92,-1.21,296.72,0,1,1
1575,23.7,75.6,-1.18,296.76,0,1,1
1576,23.9,69.3,-0.83,296.8,0,1,1
1576,24,43.92,-0.65,296.8,0,1,1
1577,24.6,43.38,-0.84,296.8,0,1,1
1577,25.1,54.72,-0.86,296.8,0,1,1
1578,25.7,61.02,-1.16,296.8,0,1,1
1578,26.3,39.96,-0.49,296.8,0,1,1
1579,26.6,34.2,-0.91,296.8,0,1,1
1579,26.9,23.4,-0.47,296.8,0,1,1
1580,27.6,19.26,-0.51,296.82,0,1,1
1581,28.3,9,-0.62,296.86,0,1,1
1581,28.9,-5.4,-0.66,296.9,0,1,1
1582,29.4,0,-0.42,296.9,0,1,1
1582,30.5,-5.94,-0.02,296.9,0,1,1
1583,31.5,-12.6,0.14,296.9,0,1,1
1584,32.2,-12.78,0.37,296.9,0,1,1
1584,33,-16.2,0.24,296.9,0,1,1
1585,35.3,-12.24,0.68,296.9,0,1,1
1586,37.7,-11.52,0.19,296.9,0,1,1
1586,36.2,-19.26,0.68,296.9,0,1,1
1587,34.8,-19.8,0.37,296.9,0,1,1
1588,34.5,-10.62,0.19,296.9,0,1,1
1589,34.2,-4.68,0.58,296.9,0,1,1
1590,33.7,-12.24,0.47,296.9,0,1,1
1590,33.2,-19.8,0.04,296.88,0,1,1
1591,33.3,-20.52,0.95,296.84,0,1,1
1592,33.3,-23.04,1.01,296.8,0,1,1
1593,32.7,-28.8,0.13,296.8,0,1,1
1594,32,-29.16,-0.15,296.8,0,1,1
1594,31.4,-17.46,0.27,296.78,0,1,1
1595,30.7,-24.12,1.08,296.74,0,1,1
1596,31.1,-41.22,1.26,296.7,0,1,1
1597,31.5,-49.32,1.57,296.7,0,1,1
1597,31.1,-45.36,1.05,296.7,0,1,1
1598,30.7,-46.44,1.21,296.68,0,1,1
1599,30.8,-45.9,0.4,296.64,0,1,1
1599,30.9,-44.28,0.81,296.6,0,1,1
1600,31.3,-44.82,1.28,296.6,0,1,1
1601,31.8,-46.08,1.12,296.6,0,1,1
1601,32,-45.9,0.95,296.62,0,1,1
1602,32.3,-43.92,1.24,296.66,0,1,1
1603,33,-40.86,0.92,296.7,0,1,1
1603,33.8,-35.64,0.31,296.7,0,1,1
1604,33.8,-23.04,0.71,296.7,0,1,1
1605,33.9,-11.52,0.65,296.72,0,1,1
1606,34.4,-7.38,0.53,296.76,0,1,1
1606,35,-4.32,0.47,296.8,0,1,1
1607,35.6,-1.98,-0.14,296.8,0,1,1
1608,36.3,4.68,-0.47,296.8,0,1,1
1608,36.4,21.6,-0.74,296.8,0,1,1
1609,36.6,33.12,-0.75,296.8,0,1,1
1610,36.7,37.44,-0.9,296.8,0,1,1
1611,36.8,45,-1.34,296.8,0,1,1
1612,36.5,48.06,-1.4,296.8,0,1,1
1612,36.1,44.28,-1.25,296.8,0,1,1
1613,36.9,46.98,-1.25,296.8,0,1,1
1614,37.8,50.04,-0.97,296.8,0,1,1
1615,37.4,40.86,-1.17,296.8,0,1,1
1616,37,37.08,-1.02,296.8,0,1,1
1616,37.1,36.54,-1.52,296.8,0,1,1
1617,37.2,31.32,-0.88,296.8,0,1,1
1618,37.4,18.36,-0.81,296.8,0,1,1
1619,37.5,11.52,-1.07,296.8,0,1,1
1620,37.7,8.1,-0.39,296.8,0,1,1
1620,37.9,5.4,-0.52,296.82,0,1,1
1621,38.4,7.38,-0.28,296.86,0,1,1
1622,38.9,7.56,0.02,296.9,0,1,1
1623,39.1,6.48,-0.54,296.9,0,1,1
1624,39.4,4.32,-0.32,296.9,0,1,1
1624,39.8,-1.08,0.34,296.9,0,1,1
1625,40.2,-4.68,0.14,296.9,0,1,1
1626,40.6,-6.84,-0.11,296.9,0,1,1
1627,41,-8.28,0.72,296.9,0,1,1
1628,41.2,-9.72,0.41,296.9,0,1,1
1629,41.3,-12.6,0.28,296.9,0,1,1
1630,41.3,-18.9,0.56,296.9,0,1,1
1631,41.3,-23.04,0.92,296.9,0,1,1
1632,41,-30.42,0.91,296.9,0,1,1
1633,40.6,-32.04,0.72,296.9,0,1,1
1633,40.3,-26.82,0.89,296.88,0,1,1
1634,40,-25.92,0.74,296.84,0,1,1
1635,39.9,-26.64,1.05,296.8,0,1,1
1636,39.8,-24.12,1.11,296.8,0,1,1
1637,39.9,-23.76,0.97,296.8,0,1,1
1638,40,-23.04,0.81,296.8,0,1,1
1639,40.4,-29.16,1.12,296.8,0,1,1
1640,40.7,-31.32,1.04,296.8,0,1,1
1641,41,-24.3,0.83,296.8,0,1,1
1642,41.3,-21.6,0.76,296.8,0,1,1
1643,41.5,-19.44,1.19,296.8,0,1,1
1643,41.6,-16.92,0.5,296.8,0,1,1
1644,41.9,-14.58,0.53,296.8,0,1,1
1645,42.1,-12.6,0.82,296.8,0,1,1
1646,42.5,-9.54,0.07,296.8,0,1,1
1647,43,-3.96,-0.19,296.8,0,1,1
1648,42.8,0,0.38,296.8,0,1,1
1649,42.7,1.44,0.14,296.8,0,1,1
1650,42.5,9,-0.57,296.8,0,1,1
1651,42.4,20.88,-0.65,296.8,0,1,1
1652,42.2,29.16,-0.91,296.78,0,1,1
1653,42,30.24,-0.61,296.74,0,1,1
1654,41.8,31.14,-1.12,296.7,0,1,1
1655,41.7,39.24,-1.53,296.7,0,1,1
1656,41.1,45,-1.19,296.7,0,1,1
1656,40.6,41.76,-1.48,296.68,0,1,1
1657,40.6,39.6,-1.83,296.64,0,1,1
1658,40.7,43.92,-1.52,296.6,0,1,1
1659,40.7,42.3,-1.64,296.6,0,1,1
1660,40.7,37.8,-1.31,296.6,0,1,1
1661,40.7,38.16,-1.65,296.6,0,1,1
1662,40.7,40.32,-1.49,296.6,0,1,1
1663,40.6,38.16,-1.2,296.6,0,1,1
1664,40.6,36.36,-1.18,296.6,0,1,1
1665,40.6,38.34,-1.28,296.6,0,1,1
1666,40.7,38.16,-0.89,296.6,0,1,1
1667,40.9,33.3,-1.03,296.6,0,1,1
1667,41.2,34.56,-0.99,296.6,0,1,1
1668,40.7,17.64,-0.54,296.6,0,1,1
1669,40.2,-1.8,-0.43,296.6,0,1,1
1670,40.8,-11.34,-0.19,296.6,0,1,1
1671,41.4,-22.32,0.64,296.6,0,1,1
1672,40.9,-27.72,0.56,296.6,0,1,1
1673,40.4,-30.96,0.49,296.6,0,1,1
1674,40.1,-34.74,0.86,296.6,0,1,1
